observation --- [812, 558, 249, 612, 366, 634, 751, 868] info --- {'sequence': ['N415', 'N3', 'N321', 'E157', 'E170', 'E172', 'E50', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3937881717254976 loss --- 1069.1807861328125 logZ --- 1.0851672887802124
observation --- [686, 34, 147, 779, 443, 721, 388, 868] info --- {'sequence': ['N126', 'N57', 'N535', 'E51', 'E47', 'E217', 'E28', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7497072546923116 loss --- 1160.83349609375 logZ --- 1.0901134014129639
observation --- [59, 706, 695, 846, 779, 680, 779, 868] info --- {'sequence': ['N23', 'N50', 'N196', 'E32', 'E51', 'E104', 'E51', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1607243617324534 loss --- 1086.9666748046875 logZ --- 1.0901134014129639
observation --- [415, 91, 769, 11, 414, 480, 23, 868] info --- {'sequence': ['N386', 'N307', 'N51', 'E25', 'E188', 'E176', 'E136', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4310195259568257 loss --- 1102.9613037109375 logZ --- 1.0901134014129639
observation --- [21, 718, 591, 403, 582, 664, 465, 868] info --- {'sequence': ['N411', 'N388', 'N137', 'E116', 'E178', 'E195', 'E45', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.236632923275824 loss --- 1146.4681396484375 logZ --- 1.0901134014129639
observation --- [681, 102, 586, 170, 470, 12, 484, 868] info --- {'sequence': ['N353', 'N395', 'N682', 'E212', 'E205', 'E218', 'E109', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 183.36178588867188 logZ --- 1.0901134014129639
observation --- [89, 562, 249, 110, 779, 687, 465, 868] info --- {'sequence': ['N473', 'N68', 'N321', 'E202', 'E51', 'E120', 'E45', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0873903100214444 loss --- 1089.67236328125 logZ --- 1.0950566530227661
observation --- [812, 34, 481, 654, 518, 354, 467, 868] info --- {'sequence': ['N415', 'N57', 'N246', 'E145', 'E232', 'E148', 'E10', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3648168398365779 loss --- 1140.3804931640625 logZ --- 1.0950566530227661
observation --- [540, 102, 136, 331, 583, 803, 79, 868] info --- {'sequence': ['N695', 'N395', 'N519', 'E20', 'E103', 'E91', 'E223', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 173.33905029296875 logZ --- 1.0950566530227661
observation --- [357, 370, 419, 491, 750, 822, 671, 868] info --- {'sequence': ['N495', 'N256', 'N225', 'E39', 'E64', 'E48', 'E97', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 155.0806121826172 logZ --- 1.0950566530227661
observation --- [422, 454, 89, 270, 87, 477, 779, 868] info --- {'sequence': ['N579', 'N520', 'N473', 'E213', 'E71', 'E169', 'E51', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0195219230672974 loss --- 1029.5521240234375 logZ --- 1.0950566530227661
observation --- [438, 50, 64, 285, 584, 404, 646, 868] info --- {'sequence': ['N130', 'N435', 'N285', 'E57', 'E182', 'E122', 'E106', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0809874992676225 loss --- 1163.6439208984375 logZ --- 1.0999445915222168
observation --- [136, 91, 422, 815, 636, 508, 33, 868] info --- {'sequence': ['N519', 'N307', 'N579', 'E156', 'E82', 'E155', 'E162', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 194.0631866455078 logZ --- 1.0999445915222168
observation --- [458, 102, 415, 420, 528, 388, 430, 868] info --- {'sequence': ['N610', 'N395', 'N386', 'E12', 'E26', 'E28', 'E111', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 175.4557647705078 logZ --- 1.0999445915222168
observation --- [84, 57, 681, 388, 17, 42, 612, 868] info --- {'sequence': ['N410', 'N34', 'N353', 'E28', 'E219', 'E160', 'E157', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0950451929808842 loss --- 1058.697265625 logZ --- 1.0999445915222168
observation --- [854, 222, 67, 682, 23, 748, 245, 868] info --- {'sequence': ['N60', 'N385', 'N157', 'E209', 'E136', 'E22', 'E230', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3278573850946385 loss --- 1138.501220703125 logZ --- 1.0999445915222168
observation --- [586, 806, 795, 161, 110, 862, 819, 868] info --- {'sequence': ['N682', 'N156', 'N408', 'E85', 'E202', 'E18', 'E137', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 161.5807342529297 logZ --- 1.1047924757003784
observation --- [695, 9, 64, 788, 109, 201, 73, 868] info --- {'sequence': ['N196', 'N238', 'N285', 'E167', 'E40', 'E19', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2815492973357934 loss --- 1097.8525390625 logZ --- 1.1047924757003784
observation --- [67, 387, 854, 716, 14, 126, 99, 868] info --- {'sequence': ['N157', 'N113', 'N60', 'E196', 'E171', 'E112', 'E21', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1847910791696625 loss --- 1122.0987548828125 logZ --- 1.1047924757003784
observation --- [512, 57, 295, 345, 12, 803, 33, 868] info --- {'sequence': ['N96', 'N34', 'N679', 'E58', 'E218', 'E91', 'E162', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4028145595935755 loss --- 1138.745849609375 logZ --- 1.1047924757003784
observation --- [575, 761, 556, 460, 40, 366, 632, 868] info --- {'sequence': ['N571', 'N327', 'N717', 'E192', 'E123', 'E170', 'E143', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 142.28964233398438 logZ --- 1.1047924757003784
observation --- [154, 645, 681, 14, 17, 408, 649, 868] info --- {'sequence': ['N488', 'N115', 'N353', 'E171', 'E219', 'E152', 'E101', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1719014620946082 loss --- 1168.7442626953125 logZ --- 1.1095997095108032
observation --- [540, 28, 540, 522, 750, 592, 583, 868] info --- {'sequence': ['N695', 'N39', 'N695', 'E183', 'E64', 'E41', 'E103', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0970553705551946 loss --- 1142.347900390625 logZ --- 1.1095997095108032
observation --- [657, 34, 2, 189, 827, 79, 278, 868] info --- {'sequence': ['N484', 'N57', 'N80', 'E66', 'E98', 'E223', 'E197', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4976920243359908 loss --- 1159.3948974609375 logZ --- 1.1095997095108032
observation --- [795, 226, 65, 167, 11, 750, 17, 868] info --- {'sequence': ['N408', 'N267', 'N186', 'E193', 'E25', 'E64', 'E219', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3650155418536245 loss --- 1095.496826171875 logZ --- 1.1095997095108032
observation --- [39, 645, 519, 842, 534, 47, 776, 868] info --- {'sequence': ['N416', 'N115', 'N456', 'E68', 'E126', 'E8', 'E105', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.434177518813523 loss --- 1153.1126708984375 logZ --- 1.1095997095108032
observation --- [356, 28, 24, 110, 443, 17, 643, 868] info --- {'sequence': ['N48', 'N39', 'N160', 'E202', 'E47', 'E219', 'E107', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.674175186761878 loss --- 1072.125732421875 logZ --- 1.1144726276397705
observation --- [122, 57, 191, 299, 157, 836, 776, 868] info --- {'sequence': ['N245', 'N34', 'N474', 'E225', 'E5', 'E128', 'E105', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.126824160160056 loss --- 1109.69189453125 logZ --- 1.1144726276397705
observation --- [77, 464, 686, 366, 494, 436, 649, 868] info --- {'sequence': ['N477', 'N662', 'N126', 'E170', 'E165', 'E208', 'E101', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3820748588362801 loss --- 1137.604248046875 logZ --- 1.1144726276397705
observation --- [635, 706, 512, 561, 522, 109, 225, 868] info --- {'sequence': ['N641', 'N50', 'N96', 'E216', 'E183', 'E40', 'E78', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3568878930684332 loss --- 1089.775146484375 logZ --- 1.1144726276397705
observation --- [686, 841, 512, 632, 803, 759, 664, 868] info --- {'sequence': ['N126', 'N73', 'N96', 'E143', 'E91', 'E38', 'E195', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3530844493831586 loss --- 1143.0140380859375 logZ --- 1.1144726276397705
observation --- [586, 433, 519, 278, 452, 738, 87, 868] info --- {'sequence': ['N682', 'N649', 'N456', 'E197', 'E67', 'E11', 'E71', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0255758465627773 loss --- 1068.8616943359375 logZ --- 1.119396686553955
observation --- [64, 537, 434, 170, 260, 175, 408, 868] info --- {'sequence': ['N285', 'N215', 'N377', 'E212', 'E83', 'E184', 'E152', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.019745341480149 loss --- 1118.3458251953125 logZ --- 1.119396686553955
observation --- [147, 226, 489, 796, 589, 391, 693, 868] info --- {'sequence': ['N535', 'N267', 'N429', 'E59', 'E121', 'E220', 'E95', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5316878123711737 loss --- 1119.0867919921875 logZ --- 1.119396686553955
observation --- [769, 490, 21, 725, 811, 506, 738, 868] info --- {'sequence': ['N51', 'N158', 'N411', 'E179', 'E90', 'E127', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2374373604527655 loss --- 1088.7540283203125 logZ --- 1.119396686553955
observation --- [686, 598, 853, 117, 534, 599, 195, 868] info --- {'sequence': ['N126', 'N312', 'N298', 'E42', 'E126', 'E174', 'E81', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0781792375583619 loss --- 1175.5579833984375 logZ --- 1.119396686553955
observation --- [249, 454, 740, 776, 208, 5, 693, 868] info --- {'sequence': ['N321', 'N520', 'N150', 'E105', 'E158', 'E56', 'E95', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.039232347009478 loss --- 1104.6859130859375 logZ --- 1.124365210533142
observation --- [585, 90, 214, 345, 582, 269, 335, 868] info --- {'sequence': ['N20', 'N450', 'N592', 'E58', 'E178', 'E186', 'E96', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3203074538907327 loss --- 1155.1578369140625 logZ --- 1.124365210533142
observation --- [737, 34, 297, 73, 534, 170, 195, 868] info --- {'sequence': ['N333', 'N57', 'N713', 'E94', 'E126', 'E212', 'E81', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4339818060511682 loss --- 1179.8160400390625 logZ --- 1.124365210533142
observation --- [481, 9, 2, 23, 694, 63, 277, 868] info --- {'sequence': ['N246', 'N238', 'N80', 'E136', 'E206', 'E76', 'E132', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 159.57205200195312 logZ --- 1.124365210533142
observation --- [154, 9, 89, 646, 436, 277, 693, 868] info --- {'sequence': ['N488', 'N238', 'N473', 'E106', 'E208', 'E132', 'E95', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.097353131837974 loss --- 1120.395751953125 logZ --- 1.124365210533142
observation --- [294, 9, 591, 420, 474, 615, 246, 868] info --- {'sequence': ['N315', 'N238', 'N137', 'E12', 'E70', 'E141', 'E185', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0800633043372956 loss --- 1018.1893920898438 logZ --- 1.129329800605774
observation --- [2, 806, 481, 443, 622, 472, 42, 868] info --- {'sequence': ['N80', 'N156', 'N246', 'E47', 'E147', 'E131', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0265430940982025 loss --- 1059.077392578125 logZ --- 1.129329800605774
observation --- [214, 806, 512, 292, 484, 112, 189, 868] info --- {'sequence': ['N592', 'N156', 'N96', 'E43', 'E109', 'E37', 'E66', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0477168338983465 loss --- 1120.744384765625 logZ --- 1.129329800605774
observation --- [861, 386, 39, 423, 613, 622, 29, 868] info --- {'sequence': ['N558', 'N514', 'N416', 'E86', 'E115', 'E147', 'E180', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3542039819985168 loss --- 1140.7769775390625 logZ --- 1.129329800605774
observation --- [681, 370, 485, 189, 836, 27, 452, 868] info --- {'sequence': ['N353', 'N256', 'N79', 'E66', 'E128', 'E73', 'E67', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 163.4387664794922 logZ --- 1.129329800605774
observation --- [356, 710, 681, 157, 496, 328, 402, 868] info --- {'sequence': ['N48', 'N404', 'N353', 'E5', 'E65', 'E102', 'E61', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 154.09170532226562 logZ --- 1.1342835426330566
observation --- [737, 370, 737, 682, 631, 803, 518, 868] info --- {'sequence': ['N333', 'N256', 'N333', 'E209', 'E187', 'E91', 'E232', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3380934469003711 loss --- 1121.1341552734375 logZ --- 1.1342835426330566
observation --- [424, 372, 458, 751, 388, 27, 606, 868] info --- {'sequence': ['N18', 'N607', 'N610', 'E50', 'E28', 'E73', 'E110', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2698311352663192 loss --- 1076.2939453125 logZ --- 1.1342835426330566
observation --- [591, 244, 357, 443, 811, 474, 17, 868] info --- {'sequence': ['N137', 'N601', 'N495', 'E47', 'E90', 'E70', 'E219', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0066789984175268 loss --- 1107.99658203125 logZ --- 1.1342835426330566
observation --- [854, 372, 84, 11, 63, 799, 161, 868] info --- {'sequence': ['N60', 'N607', 'N410', 'E25', 'E76', 'E166', 'E85', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2920653628803909 loss --- 1122.0401611328125 logZ --- 1.1342835426330566
observation --- [415, 50, 21, 624, 388, 391, 117, 868] info --- {'sequence': ['N386', 'N435', 'N411', 'E199', 'E28', 'E220', 'E42', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4886347402180715 loss --- 1064.4835205078125 logZ --- 1.1392303705215454
observation --- [635, 102, 214, 568, 17, 813, 599, 868] info --- {'sequence': ['N641', 'N395', 'N592', 'E154', 'E219', 'E203', 'E174', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 150.63548278808594 logZ --- 1.1392303705215454
observation --- [854, 244, 154, 73, 286, 243, 667, 868] info --- {'sequence': ['N60', 'N601', 'N488', 'E94', 'E54', 'E15', 'E134', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1207784832463483 loss --- 1219.4312744140625 logZ --- 1.1392303705215454
observation --- [481, 406, 316, 672, 506, 788, 606, 868] info --- {'sequence': ['N246', 'N367', 'N110', 'E201', 'E127', 'E167', 'E110', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.42898038796373 loss --- 1142.05810546875 logZ --- 1.1392303705215454
observation --- [444, 288, 214, 751, 354, 643, 293, 868] info --- {'sequence': ['N10', 'N700', 'N592', 'E50', 'E148', 'E107', 'E9', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0428046040812495 loss --- 1068.7935791015625 logZ --- 1.1392303705215454
observation --- [826, 699, 67, 700, 550, 803, 613, 868] info --- {'sequence': ['N606', 'N219', 'N157', 'E60', 'E108', 'E91', 'E115', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2775856866505646 loss --- 1153.349365234375 logZ --- 1.144173264503479
observation --- [294, 57, 769, 335, 738, 649, 73, 868] info --- {'sequence': ['N315', 'N34', 'N51', 'E96', 'E11', 'E101', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3086796464382626 loss --- 1114.715576171875 logZ --- 1.144173264503479
observation --- [575, 395, 695, 557, 5, 568, 646, 868] info --- {'sequence': ['N571', 'N708', 'N196', 'E114', 'E56', 'E154', 'E106', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.241877904008029 loss --- 1083.2860107421875 logZ --- 1.144173264503479
observation --- [570, 569, 434, 671, 487, 613, 470, 868] info --- {'sequence': ['N516', 'N434', 'N377', 'E97', 'E181', 'E115', 'E205', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.060498881149123 loss --- 1040.1473388671875 logZ --- 1.144173264503479
observation --- [84, 387, 24, 243, 465, 227, 636, 868] info --- {'sequence': ['N410', 'N113', 'N160', 'E15', 'E45', 'E175', 'E82', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0396618238602242 loss --- 1052.3638916015625 logZ --- 1.144173264503479
observation --- [695, 102, 219, 867, 508, 836, 491, 868] info --- {'sequence': ['N196', 'N395', 'N611', 'none', 'E155', 'E128', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 169.7039337158203 logZ --- 1.1491559743881226
observation --- [65, 44, 191, 462, 599, 667, 331, 868] info --- {'sequence': ['N186', 'N719', 'N474', 'E31', 'E174', 'E134', 'E20', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2055999088531761 loss --- 1116.6619873046875 logZ --- 1.1491559743881226
observation --- [122, 810, 154, 520, 550, 366, 803, 868] info --- {'sequence': ['N245', 'N109', 'N488', 'E113', 'E108', 'E170', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1568595139853954 loss --- 1102.8214111328125 logZ --- 1.1491559743881226
observation --- [519, 90, 795, 465, 567, 40, 822, 868] info --- {'sequence': ['N456', 'N450', 'N408', 'E45', 'E3', 'E123', 'E48', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5743315980318744 loss --- 1149.9603271484375 logZ --- 1.1491559743881226
observation --- [853, 617, 444, 584, 414, 404, 858, 868] info --- {'sequence': ['N298', 'N346', 'N10', 'E182', 'E188', 'E122', 'E142', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.034919414848542 loss --- 1161.109619140625 logZ --- 1.1491559743881226
observation --- [657, 569, 21, 632, 142, 529, 788, 868] info --- {'sequence': ['N484', 'N434', 'N411', 'E143', 'E210', 'E129', 'E167', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.160971791222436 loss --- 1045.4722900390625 logZ --- 1.1541330814361572
